"text","structure","emojis","emotion"
"usr to make up for double desserts last night , lunch today is strawberry fields . tt.token tt.token","USR TO VB RP IN JJ NNS JJ NN , NN NN VBZ NNP NNP . HT HT","","3.5"
"another stupidity outbreak by usr during his visit to tt.token | yukon news tt.token url","DT NN NN IN USR IN PRP$ NN TO HT : NNP NNP HT URL","","-1.5"
"stittsville kanata group plans to sponsor tt.token if it's possible tt.token url","NNP NNP NN NNS TO VB HT IN PRP JJ HT URL","","5.0"
"if abortion is a settled issue in tt.token then why people get upset with images of abortion ? tt.token tt.token tt.token","IN NN VBZ DT JJ NN IN HT IN WRB NNS VBP JJ IN NNS IN NN . HT HT HT","","-1.5"
". usr coming to amherst for breakfast tues . campaigning w/ usr tt.token url",". USR VBG TO NNP IN NN NNS . VBG IN USR HT URL","","2.0"
"under the right leadership canada is nobody's fool ... tt.token tt.token","IN DT NN NN NNP VBZ PRP$ NN : HT HT","","3.5"
"full house at harper's rally in tt.token . tt.token tt.token","JJ NN IN NNP NN IN HT . HT HT","","5.0"
"usr burning the midnite oil at campaign hq with tt.token team ... & usr 2 ! tt.token tt.token tt.token","USR VBG DT NN NN IN NN NN IN HT NN : CC USR CD . HT HT HT","","2.0"
"ottawa bureau chief usr rounds up the past week on the tt.token campaign trail url","NNP NN NN USR NNS RP DT JJ NN IN DT HT NN NN URL","","2.0"
"seems those new tt.token polls were a little too close for usr . tt.token","VBZ DT JJ HT NNS VBD DT JJ RB JJ IN USR . HT","","2.0"
"the best description of @pmharper's personality & character i've seen to date ! tt.token tt.token out tt.token tt.token","DT JJS NN IN VBZ NN CC NN PRP VBN TO VB . HT HT RP HT HT","","-5.0"
"one major tt.token mistake : vetting audiences instead of candidates . tt.token tt.token tt.token tt.token tt.token","CD JJ HT NN : VBG NNS RB IN NNS . HT HT HT HT HT","","2.0"
"you can vote in tt.token w/ a free health/student/status card + one piece of mail . not hard . url","PRP MD VB IN HT IN DT JJ NN NN UH CD NN IN NN . RB JJ . URL","","3.5"
". usr the poster boy of the tt.token tt.token tt.token tt.token",". USR DT NN NN IN DT HT HT HT HT","","3.5"
"great support 4 usr next mp 4 tt.token tt.token & a pleasure 2 have usr in attendance . tt.token tt.token","JJ NN IN USR JJ NNP CD HT HT CC DT NN TO VB USR IN NN . HT HT","","3.5"
"and the crowd grows ! tt.token usr usr tt.token tt.token","CC DT NN VBZ . HT USR USR HT HT","","5.0"
"surrey tt.token candidates with their leader , tom mulcair at morning event tt.token","NNP HT NNS IN PRP$ NN , NNP NNP IN NN NN HT","","2.0"
"liberal leader usr joins usr for rally in tt.token tt.token tt.token url","JJ NN USR VBZ USR IN NN IN HT HT HT URL","","2.0"
"donating to the usr and usr - better than cheating on your taxes ! tt.token tt.token tt.token","VBG TO DT USR CC USR : JJR IN VBG IN PRP$ NNS . HT HT HT","","-1.5"
"cons & usr say 80% of canada's economy is growing . statistics canada says not . tt.token tt.token","NNS CC USR VB CD IN NNP NN VBZ VBG . NNS NNP VBZ RB . HT HT","","5.0"
"we are going to have a youth council for the campaign in van quadra ! tt.token tt.token tt.token","PRP VBP VBG TO VB DT NN NN IN DT NN IN NNP NNP . HT HT HT","","5.0"
"good morning tt.token 39/78 is that not a beautiful number ? we're half way done with the tt.token campaign","UH UH HT CD VBZ DT RB DT JJ NN . NNP JJ NN VBN IN DT HT NN","","5.0"
"announcing tt.token latest feature : talk with candidates for tt.token . - tt.token tt.token url","VBG HT JJ NN : VB IN NNS IN HT . : HT HT URL","","2.0"
"outrageous abuse of power : `` f *** harper `` sign results in $543 ticket tt.token tt.token url","JJ NN IN NN : `` NNP : NNP `` NN NNS IN CD NN HT HT URL","","0.0"
"new poll shows tt.token now in 1st place in tt.token and strong 2nd in tt.token and tt.token tt.token tt.token","JJ NN VBZ HT RB IN CD NN IN HT CC JJ CD IN HT CC HT HT HT","","3.5"
"trudeau vows to scrap tory citizenship law tt.token tt.token url","NNP NNS TO VB NNP NN NN HT HT URL","","3.5"
"key to gains for any party is unlocking the absent youth vote . tt.token tt.token tt.token tt.token tt.token tt.token source : eleccan","NNP TO NNS IN DT NN VBZ VBG DT JJ NN NN . HT HT HT HT HT HT NN : UH","","3.5"
"twice tonight j trudeau chose to contradict his father's position or legacy in an explicit way . interesting tt.token","RB NN NNP NNP VBD TO VB PRP$ NN NN CC NN IN DT JJ NN . JJ HT","","3.5"
"tory candidate in ottawa centre not attending lgbtq debate | usr tt.token tt.token url","NNP NN IN NNP NNP RB VBG NNP NN : USR HT HT URL","","-5.0"
"tomorrow ! tt.token planning & strategy session in tt.token : tt.token tt.token tt.token url","NN . HT VBG CC NN NN IN HT : HT HT HT URL","","3.5"
"phone canvassing for usr this morning ! tt.token tt.token tt.token tt.token","NN NN IN USR DT NN . HT HT HT HT","","3.5"
"how did you take that job even tt.token tt.token","WRB VBD PRP VBP DT NN RB HT HT","","2.0"
"new form of interval training , sprint/walk between election signs . tt.token","JJ NN IN NN NN , NNP IN NN NNS . HT","","2.0"
"a most excellent liberal on the queen st streetcar usr usr tt.token tt.token","DT JJS JJ JJ IN DT NNP NNP NNP USR USR HT HT","","5.0"
"usr remember our 1st rally fm 2011 elxn for usr ? ! ? tt.token tt.token tt.token usr","USR VB PRP$ JJ NN NN CD NNP IN USR . . . HT HT HT USR","","-1.5"
"endangered species also an tt.token issue . usr tt.token usr usr usr usr url","NNP NNS RB DT HT NN . USR HT USR USR USR USR URL","","2.0"
"usr tt.token results proving positive to oust usr ! our vote goes to usr usr","USR HT NNS VBG JJ TO VB USR . PRP$ NN VBZ TO USR USR","","5.0"
"found bunch . usr candidates well-fed on . usr horseshit & kept in the dark . heard yours speak in tt.token ?","VBD NN . USR NNS JJ IN . USR NNP CC VBD IN DT JJ . VBD PRP$ VB IN HT .","","-5.0"
"such a great rally tonight ! so much energy & optimism in the room with so . many . people . tt.token tt.token tt.token","JJ DT JJ NN NN . RB RB NN CC NN IN DT NN IN UH . UH . NNS . HT HT HT","","5.0"
"on october 19th we may find out if he knows how to do more than just throw balls in the air . tt.token tt.token","IN NNP CD PRP MD VB RP IN PRP VBZ WRB TO VB RBR IN RB VB NNS IN DT NN . HT HT","","5.0"
"october 19 is accountability day . tt.token tt.token url","NNP CD VBZ NN NN . HT HT URL","","3.5"
"saskatchewan got rid of their tt.token gov't in 2007 and their recovery has been remarkable ... tt.token tt.token","NNP VBD JJ IN PRP$ HT NN IN CD CC PRP$ NN VBZ VBN JJ : HT HT","","3.5"
"thank you , mary jo , for saying it like it is . tt.token url","VB PRP , NNP NNP , IN VBG PRP IN PRP VBZ . HT URL","","5.0"
"`` new rltsp my arse . `` tt.token tt.token & tt.token tt.token re : why there isn't a debate on indig issues url","`` NNP NNP PRP$ NN . `` HT HT CC HT HT NN : WRB RB VBZ DT NN IN NNP NNS URL","","-5.0"
"coming soon to lawns near you . tt.token tt.token tt.token tt.token","VBG RB TO NNS IN PRP . HT HT HT HT","","3.5"
"ottawa art show . : tt.token tt.token tt.token tt.token tt.token tt.token tt.token url","NNP NNP NNP . : HT HT HT HT HT HT HT URL","","3.5"
"wow - usr has usr beating diane finley . tt.token","UH : USR VBZ USR VBG NNP NNP . HT","","3.5"
"get it ? tt.token tt.token tt.token","VB PRP . HT HT HT","","-1.5"
". usr usr harper hates absolutely hates traveling . except his to arctic hideout tt.token tt.token tt.token",". USR USR NNP VBZ RB VBZ VBG . IN PRP$ TO NNP NNP HT HT HT","","-5.0"
"our sign is up ! come for a visit , a coffee , a chat ! we'd l <3 to hear from u ! tt.token 101e - 1440 george st","PRP$ NN VBZ RP . VB IN DT NN , DT NN , DT NN . PRP NN CD TO VB IN PRP . HT CD : CD NNP NNP","","5.0"
"nanos poll : three-way contest for major parties continues tt.token tt.token url","NNP NN : JJ NN IN JJ NNS VBZ HT HT URL","","3.5"
"what kind of force for global peace does the tt.token want canada to be ? tt.token tt.token tt.token url","WP NN IN NN IN JJ NN VBZ DT HT VBP NNP TO VB . HT HT HT URL","","2.0"
"tt.token this is the pc candidate office in st paul's riding . juxtaposed signs captures pc arrogance - we know best","HT DT VBZ DT NNP NN NN IN NNP NNP VBG . VBD NNS VBZ NNP NN : PRP VBP JJS","","3.5"
"in 54 days canadians will elect a new government after ten long years of `` the harper government . `` - pcs tt.token","IN CD NNP NNP MD VB DT JJ NN IN CD JJ NNS IN `` DT NNP NNP . `` : NNS HT","","3.5"
"tt.token find your voice ! tt.token","HT VB PRP$ NN . HT","","2.0"
"usr campaign launch come by 1265 granville street and kick off the campaign tt.token tt.token tt.token","USR NN NN VB IN NNP NNP NN CC VB RP DT NN HT HT HT","","3.5"
"chris alexander has a proven record on refuge policy hint : it's not a good one tt.token tt.token","NNP NNP VBZ DT NN NN IN NNP NNP NNP : PRP RB DT JJ CD HT HT","","2.0"
"usr out canvassing and meeting residents in spadina-fort york tt.token tt.token","USR RP NN CC VBG NNS IN NNP NNP HT HT","","2.0"
"editorial : make deficit policies suit the economy tt.token tt.token tt.token url","NN : VB NN NNS NN DT NN HT HT HT URL","","2.0"
"delivering acceptance speech 2 excited crowd , usr . other candidates bhind her ! tt.token tt.token tt.token","VBG NN NN RB JJ NN , USR . JJ NNS IN PRP . HT HT HT","","5.0"
"much lpc ndp do do about nothin : ) tt.token tt.token","RB NNP NNP VBP VB IN NN : -RRB- HT HT","","-5.0"
"usr using sound advice to justify his actions today . tt.token tt.token tt.token tt.token tt.token","USR VBG JJ NN TO VB PRP$ NNS NN . HT HT HT HT HT","","2.0"
"well , no one can accuse usr of being anything but an impartial critic tt.token tt.token url","UH , DT NN MD VB USR IN VBG NN CC DT JJ NN HT HT URL","","2.0"
"`` don't let them tell you it can't be done ! `` vote wisely . tt.token tt.token","`` NNP VB PRP VBP PRP PRP MD VB VBN . `` NN RB . HT HT","","3.5"
"there are 25 ridings on votevancouver , all in tt.token . list : are you in one ? tt.token url .","EX VBP CD NNS IN NNP , DT IN HT . NN : VBP PRP IN CD . HT URL .","","3.5"
"direct funding appears much better than tax credits for stimulating business r&d tt.token url","NN NN VBZ RB JJR IN NN NNS IN JJ NN NN HT URL","","2.0"
"after reading the @ndp_hq's policies , i took the liberty of designing them an appropriate flag . tt.token tt.token tt.token","IN VBG DT NNP NNS , PRP VBD DT NN IN VBG PRP DT JJ NN . HT HT HT","","3.5"
"don will vote in 2015 because his vote counts & he loves canada ! tt.token tt.token tt.token tt.token","NNP MD VB IN CD IN PRP$ NN VBZ CC PRP VBZ NNP . HT HT HT HT","","5.0"
"what harper & his con bible thumpers can't get right tt.token tt.token tt.token url","WP NNP CC PRP$ NNP NNP NNP MD VB RB HT HT HT URL","","3.5"
"saskatchewan got rid of the ndp in 2007 tt.token tt.token","NNP VBD JJ IN DT NNP IN CD HT HT","","2.0"
"canadians saying no to spending cuts and austerity measures . tt.token down by 2 pts . tt.token tt.token tt.token","NNS VBG DT TO VBG NNS CC NN NNS . HT RP IN CD NNS . HT HT HT","","-1.5"
"only reason for a registry is to tax `` em or take `` em ... will tt.token bring back the registry too ? tt.token tt.token","JJ NN IN DT NN VBZ TO NN `` PRP CC VB `` PRP : MD HT VB RB DT NN RB . HT HT","","3.5"
"and this one : bill s-7 never understood how ndp could oppose it ? usr tt.token tt.token tt.token tt.token","CC DT NN : NNP NNP RB VBP WRB NNP MD VB PRP . USR HT HT HT HT","","0.0"
"usr usr usr tt.token tt.token tt.token lifted from url","USR USR USR HT HT HT VBD IN URL","","-1.5"
"et voilà ! the first set of signs are in . usr coming soon to tt.token tt.token tt.token tt.token","UH UH . DT JJ NN IN NNS VBP IN . USR VBG RB TO HT HT HT HT","","3.5"
"pm harper's full response to tragic death of aylan kurdi & the refugee crisis tt.token tt.token url","NNP NNP NNP NNP TO NNP NNP IN NNP NNP CC DT NNP NNP HT HT URL","","-1.5"
"earle mccurdy will vote in 2015 because he is ready for real change ! tt.token tt.token & tt.token","NNP NNP MD VB IN CD IN PRP VBZ JJ IN JJ NN . HT HT CC HT","","5.0"
"candidates getting briefed on tonight's format tt.token tt.token","NNS VBG VBN IN NNP NN HT HT","","2.0"
"only $15.58 ! tt.token tt.token url","RB CD . HT HT URL","","3.5"
"polls completed in august . tt.token tt.token","NNS VBD IN NNP . HT HT","","2.0"
". usr pretty clear policy message . tt.token tt.token",". USR RB JJ NN NN . HT HT","","5.0"
"`` usr : . usr mentioned his $40m number for adscam . gomery actually found : not $40m . tt.token tt.token","`` USR : . USR VBD PRP$ CD NN IN NNP . NNP RB VBD : RB CD . HT HT","","-1.5"
"great to see usr taking a lead in the fight to end violence against women . tt.token tt.token tt.token tt.token tt.token","JJ TO VB USR VBG DT NN IN DT NN TO VB NN IN NNS . HT HT HT HT HT","","0.0"
"? ? wanted to share a picture included on my twitter banner again , tt.token of course to do with tt.token read the page",". . VBD TO VB DT NN VBD IN PRP$ NNP NN RB , HT IN NN TO VB IN HT VB DT NN","","-1.5"
"from tonight's cpc rally in kitchener tt.token . tt.token via photo collage app url","IN NNP NNP NN IN NNP HT . HT IN NN NN NN URL","","2.0"
"getting liberal signs in the ground like it's my job ! tt.token tt.token tt.token usr tt.token tt.token","VBG JJ NNS IN DT NN IN PRP PRP$ NN . HT HT HT USR HT HT","","2.0"
"spending a quick morning with usr and team spreading real change to transit commuters tt.token tt.token","VBG DT JJ NN IN USR CC NN VBG JJ NN TO NN NNS HT HT","","3.5"
". usr made a huge bet on oil & gas & now canadians are paying for it tt.token",". USR VBD DT JJ VBP IN NN CC NNS CC RB NNS VBP VBG IN PRP HT","","3.5"
"canada's harsh `` austerity `` policies started with paul martin & the liberals : tt.token tt.token url","NNP NNP `` NNP `` NNS VBD IN NNP NNP CC DT NNS : HT HT URL","","-1.5"
"`` wizard of oz `` is monday's editorial cartoon by greg perry . tt.token … url","`` NNP IN NNP `` VBZ NNP NN NN IN NNP NNP . HT : URL","","3.5"
"found this in the `` canadian hero `` section at chapters , tt.token was in the bathroom w/ many pages missing . tt.token","VBD DT IN DT `` NNP NNP `` NN IN NNP , HT VBD IN DT NN IN JJ NNS VBG . HT","","3.5"
"these cool kids read the paperback of kill the messengers , with a new chapter on c-51 . you should , too . . usr tt.token","DT JJ NNS VBP DT NN IN VB DT NNS , IN DT JJ NN IN NNP . PRP MD , RB . . USR HT","","-1.5"
"usr margo mcdiarmid why do you exclude green party from news every morning ? tt.token tt.token usr usr","USR NNP NNP WRB VBP PRP VBP NNP NNP IN NN DT NN . HT HT USR USR","","-1.5"
"jean and ron from shawinigan . tt.token tt.token tt.token tt.token tt.token","NNP CC NNP IN NNP . HT HT HT HT HT","","2.0"
"always easy to make promises during elxn , but i believe its key who is engaging tt.token ppls before tt.token too","RB JJ TO VB NNS IN NNP , CC PRP VBP PRP NN WP VBZ JJ HT NNS IN HT RB","","5.0"
"you gotta love usr ! our tar sands must stay in the ground ! this should be an tt.token issue . tt.token","PRP VBP VB USR . PRP$ NN NN MD VB IN DT NN . DT MD VB DT HT NN . HT","","2.0"
"justin trudeau in the shadow of jean chretien : tt.token tt.token tt.token url","NNP NNP IN DT NN IN NNP NNP : HT HT HT URL","","2.0"
"usr `` did i read it ? maybe in one of my drunken stupors `` & other tt.token tt.token tt.token","USR `` VBD PRP VBD PRP . RB IN CD IN PRP$ JJ NNS `` CC JJ HT HT HT","","-1.5"
"i approve of this message . vote usr tt.token tt.token","PRP VBP IN DT NN . NN USR HT HT","","2.0"
"tight race prompts coalition talk as campaign picks up after labour day tt.token tt.token url","JJ NN VBZ NN VB IN NN VBZ RP IN NNP NNP HT HT URL","","2.0"
"twitter partners with usr , usr and usr to get women's issues back on agenda . tt.token","NNP NNS IN USR , USR CC USR TO VB JJ NNS RB IN NN . HT","","2.0"
"`` please , sir , i want no more . `` tt.token tt.token url","`` UH , UH , PRP VBP DT RBR . `` HT HT URL","","-1.5"
". @justintrudeau's built a strong team & plan to give all canadians a real & fair chance to succeed ? ? ? ? tt.token",". VBZ VBN DT JJ NN CC NN TO VB DT NNS DT JJ CC JJ NN TO VB . . . . HT","","5.0"
"usr should reconsider backing out of important debates . you had already agreed sir ! tt.token tt.token","USR MD VB VBG IN IN JJ NNS . PRP VBD RB JJ UH . HT HT","","-1.5"
"usr usr dou support icc prosecuteextensiveenvdamage ascriminal actsof tt.token tt.token usr","USR USR NNP NNP NNP NNP NNP NNP HT HT USR","","-1.5"
"quick comparison of party rallies in tt.token . hard to say , but i think tt.token has the edge tt.token tt.token","JJ NN IN NN NNS IN HT . JJ TO VB , CC PRP VBP HT VBZ DT NN HT HT","","3.5"
"conservative candidate usr is just not ready . tt.token tt.token tt.token tt.token tt.token tt.token","JJ NN USR VBZ RB RB JJ . HT HT HT HT HT HT","","2.0"
"12 issues that will dominate tt.token | usr tt.token url","CD NNS IN MD VB HT : USR HT URL","","3.5"
"conservatives seek not to overheat in warm-up to election campaign tt.token tt.token url","NNS VBP RB TO VB IN NN TO NN NN HT HT URL","","0.0"
"usr trying to bullwinkle us ? bull something that's for sure . tt.token tt.token","USR VBG TO NNP PRP . NN NN NNS IN JJ . HT HT","","-1.5"
". usr playing the plausible deniability defense tt.token tt.token",". USR VBG DT JJ NN NN HT HT","","2.0"
"tonight usr tweets her way into anti democratic globe debate tt.token tt.token tt.token url","NN USR NNS PRP NN IN NNP NNP NNP NNP HT HT HT URL","","2.0"
